ax,ay,az,gx,gy,gz,sequence_id
1.33,0.57,9.14,-0.01,0.02,-0.04,13
1.28,0.57,9.2,0.0,0.02,-0.02,13
1.24,0.56,9.25,0.0,0.02,-0.01,13
1.21,0.59,9.21,0.0,0.0,-0.02,13
1.27,0.59,9.17,-0.0,0.02,-0.03,13
1.23,0.63,9.14,0.01,0.05,-0.02,13
0.65,0.74,9.12,0.02,0.25,-0.21,13
2.12,1.04,9.74,0.07,0.93,-0.33,13
1.98,0.91,9.29,0.04,1.23,-0.23,13
5.55,3.29,18.16,0.25,0.51,-0.14,13
6.09,4.18,19.62,-1.73,1.5,0.71,13
3.95,3.91,14.96,-3.47,3.41,0.71,13
1.65,3.22,10.87,-4.16,3.71,0.62,13
0.28,2.83,8.06,-4.38,2.86,0.6,13
-0.43,2.9,5.86,-4.62,2.65,0.71,13
-2.8,3.1,4.41,-5.09,2.63,0.61,13
-5.29,2.44,-2.62,-5.62,2.13,0.78,13
-8.79,-0.64,-11.36,-4.62,1.77,0.49,13
-9.65,-2.79,-12.55,-2.47,-0.36,0.15,13
-9.08,-4.38,-10.57,-1.36,0.23,-0.18,13
-6.87,-5.21,-9.73,-0.61,0.16,-0.34,13
0.46,0.01,9.19,-0.0,-0.02,0.01,14
0.39,-0.05,9.28,0.01,-0.0,0.01,14
0.33,-0.05,9.31,-0.0,0.01,0.02,14
0.22,-0.04,9.11,0.0,-0.02,-0.01,14
0.32,-0.03,9.2,0.04,-0.03,-0.03,14
0.44,0.05,9.48,0.0,-0.02,-0.03,14
0.45,0.02,9.15,-0.03,0.01,-0.0,14
0.3,-0.08,9.18,0.01,0.0,-0.01,14
0.43,0.03,9.2,-0.02,0.01,-0.03,14
0.34,0.01,9.26,-0.0,0.01,-0.03,14
0.41,0.03,9.31,-0.02,0.01,-0.01,14
0.22,-0.07,9.13,-0.02,-0.0,-0.0,14
0.23,-0.04,9.19,0.01,-0.02,-0.03,14
0.35,-0.0,9.28,0.02,-0.02,-0.04,14
0.35,0.01,9.38,0.01,-0.04,-0.04,14
0.43,0.0,9.1,0.01,-0.04,-0.03,14
0.34,0.0,9.2,0.03,-0.03,-0.04,14
0.15,0.03,9.21,0.04,0.01,-0.08,14
-0.21,-0.01,9.05,0.06,0.16,-0.24,14
-0.15,0.24,9.33,0.08,0.46,-0.53,14
1.13,0.45,10.03,0.03,1.1,-0.73,14
3.17,0.43,9.31,0.27,1.49,-0.37,14
0.59,1.89,17.35,0.42,1.14,-0.33,14
3.44,3.34,21.12,-1.45,1.25,-0.04,14
2.45,3.64,16.05,-3.41,2.8,0.26,14
0.85,3.35,11.12,-4.17,2.95,0.34,14
-0.53,3.16,8.47,-4.42,2.64,0.42,14
-2.28,3.24,6.64,-4.73,2.24,0.45,14
-4.24,3.27,2.11,-5.56,2.63,0.52,14
-7.27,1.16,-5.65,-5.33,2.2,0.06,14
-7.29,-0.64,-10.23,-4.13,1.17,-0.09,14
-7.17,-2.69,-11.89,-2.95,0.3,-0.18,14
-6.76,-4.18,-11.71,-1.29,0.0,-0.16,14
1.27,-0.13,9.24,0.13,-0.11,-0.09,15
1.29,0.02,9.44,0.11,-0.05,-0.03,15
0.99,0.06,9.28,0.05,0.05,-0.01,15
0.84,0.04,9.42,0.03,0.03,-0.05,15
0.91,0.06,9.16,0.01,-0.02,-0.04,15
0.75,-0.02,9.14,0.06,-0.01,-0.1,15
1.11,0.15,9.46,0.02,-0.02,-0.13,15
1.21,0.15,9.11,-0.01,-0.0,-0.08,15
1.1,0.1,9.33,0.01,0.03,-0.05,15
0.97,0.07,9.15,-0.02,0.04,-0.03,15
0.89,0.11,9.23,0.02,0.0,-0.03,15
1.05,0.14,9.32,0.01,-0.02,-0.02,15
1.01,0.11,9.28,-0.0,0.0,-0.0,15
0.9,0.1,9.22,-0.01,0.01,-0.0,15
0.95,0.11,9.23,0.01,-0.01,-0.0,15
0.84,0.11,9.2,0.01,-0.02,-0.01,15
0.9,0.1,9.22,0.01,-0.03,-0.03,15
0.99,0.13,9.18,0.02,-0.02,-0.04,15
0.97,0.15,9.24,0.03,-0.03,-0.04,15
0.91,0.17,9.21,0.05,-0.05,-0.04,15
1.0,0.21,9.35,0.05,-0.06,-0.06,15
0.8,0.31,9.0,0.06,0.04,-0.09,15
0.12,0.56,8.91,0.15,0.36,-0.31,15
1.2,0.71,9.89,0.16,1.01,-0.51,15
3.23,1.49,9.0,-0.12,1.28,-0.53,15
4.02,2.23,14.19,0.34,1.18,-0.2,15
3.96,3.49,20.17,-1.16,1.33,0.34,15
2.88,3.48,16.76,-2.8,2.1,0.67,15
1.12,3.52,13.62,-3.94,2.92,0.61,15
0.79,3.93,10.43,-4.66,2.78,0.63,15
-0.34,4.03,7.28,-5.32,2.73,0.91,15
-3.73,3.24,2.69,-5.74,2.64,0.94,15
-5.42,2.98,-1.62,-6.01,2.48,0.64,15
-7.65,0.69,-10.86,-5.19,1.79,0.36,15
-7.84,-1.57,-12.79,-3.15,0.06,0.26,15
-7.1,-2.95,-10.47,-1.83,-0.08,0.09,15
-6.76,-4.21,-9.59,-1.24,0.19,-0.03,15
-5.79,-4.89,-9.05,-0.36,-0.21,0.21,15
-6.96,-5.43,-6.14,-0.11,-0.13,0.12,15
-6.93,-5.39,-5.45,0.21,-0.15,0.22,15
1.65,0.33,9.36,0.06,0.03,-0.02,16
1.69,0.38,9.17,0.04,0.03,0.02,16
1.37,0.4,9.38,0.01,0.08,-0.03,16
1.53,0.43,9.24,-0.03,0.03,-0.03,16
1.49,0.34,9.06,0.01,-0.01,0.0,16
1.41,0.34,9.23,0.03,-0.0,-0.04,16
1.46,0.45,9.3,-0.01,0.0,-0.06,16
1.64,0.45,9.12,-0.01,0.01,-0.05,16
1.61,0.41,9.21,-0.01,0.0,-0.01,16
1.51,0.36,9.02,0.03,-0.0,0.01,16
1.51,0.49,9.34,0.02,0.0,0.01,16
1.54,0.47,9.07,0.01,0.02,0.01,16
1.45,0.44,9.26,0.02,0.02,0.02,16
1.33,0.45,9.24,0.0,0.01,-0.01,16
1.46,0.45,9.18,-0.01,0.0,-0.03,16
1.51,0.46,9.18,0.0,-0.01,-0.02,16
1.46,0.49,9.26,-0.02,0.01,-0.03,16
1.5,0.38,9.11,-0.01,0.03,-0.04,16
1.46,0.48,9.08,-0.0,0.14,-0.09,16
0.82,0.53,9.07,0.03,0.4,-0.19,16
2.72,1.19,9.7,-0.01,1.58,-0.6,16
5.27,2.15,9.3,-0.03,1.95,-0.28,16
3.75,3.24,17.25,-0.47,1.72,0.52,16
1.99,3.56,18.34,-1.71,1.44,1.05,16
0.01,2.83,15.31,-3.28,2.76,0.88,16
0.18,2.7,10.31,-4.11,3.23,0.52,16
0.18,2.86,7.66,-4.1,2.16,0.82,16
-1.7,2.61,5.99,-4.35,1.53,1.33,16
-4.63,2.06,2.19,-4.81,1.97,1.19,16
-6.65,1.18,-1.0,-4.92,2.37,0.84,16
-7.35,-0.51,-5.88,-4.49,1.87,0.19,16
-7.8,-2.32,-9.87,-3.05,0.69,0.21,16
-9.32,-3.83,-10.06,-1.89,0.11,0.1,16
-7.84,-4.66,-8.51,-0.76,-0.01,-0.28,16
2.3,0.29,9.16,-0.03,0.08,-0.02,17
2.31,0.29,9.0,-0.0,0.02,-0.02,17
2.33,0.31,9.16,-0.01,0.02,-0.04,17
2.57,0.35,9.08,-0.02,0.02,-0.04,17
2.36,0.26,9.01,-0.0,-0.0,0.01,17
2.28,0.27,9.08,-0.0,0.03,-0.01,17
2.3,0.3,9.09,-0.01,0.05,-0.03,17
2.26,0.3,9.12,-0.01,0.03,-0.04,17
2.37,0.31,9.14,-0.02,0.03,-0.04,17
2.33,0.29,9.09,-0.01,0.05,-0.02,17
2.19,0.29,9.06,-0.0,0.02,-0.03,17
2.26,0.32,9.18,0.01,0.02,-0.04,17
2.35,0.34,9.05,-0.0,0.02,-0.02,17
2.24,0.31,9.13,0.01,0.03,-0.01,17
2.19,0.3,9.09,0.0,0.03,-0.02,17
2.14,0.32,9.11,0.01,0.01,-0.01,17
2.16,0.37,9.17,-0.0,0.01,-0.04,17
2.27,0.35,9.06,-0.0,0.03,-0.04,17
2.12,0.3,8.94,0.01,0.07,-0.04,17
1.91,0.52,8.93,0.05,0.17,-0.08,17
1.75,0.5,9.31,0.05,0.46,-0.25,17
1.04,0.71,9.42,-0.06,1.01,-0.49,17
4.27,1.29,10.07,-0.21,2.2,-0.62,17
2.95,1.96,12.5,-0.43,2.8,-0.17,17
3.11,2.92,16.75,-0.57,1.43,0.0,17
4.17,3.79,18.26,-2.23,1.86,0.56,17
2.48,3.66,12.76,-3.7,2.84,0.96,17
0.03,2.8,9.63,-4.07,2.37,1.26,17
-2.78,2.58,6.38,-4.56,2.18,1.61,17
-4.18,2.17,3.36,-4.99,2.48,1.02,17
-4.19,2.43,-0.11,-5.5,2.9,1.06,17
-8.24,0.34,-7.95,-5.1,1.77,1.0,17
-10.32,-2.09,-10.91,-3.19,0.46,0.77,17
-9.73,-3.85,-9.94,-1.65,-0.37,0.39,17
-8.95,-4.42,-8.44,-0.83,0.09,-0.16,17
-7.46,-4.78,-5.64,-0.09,-0.06,-0.26,17
-6.45,-4.73,-3.42,0.02,0.09,-0.13,17
-6.8,-5.23,-2.86,0.15,-0.04,0.01,17
-7.1,-5.21,-1.91,0.21,-0.07,0.15,17
0.66,-0.21,10.37,0.23,0.12,0.19,18
0.4,0.07,9.8,-0.06,-0.05,-0.06,18
1.8,0.45,8.62,0.03,-0.14,-0.24,18
2.47,0.51,9.72,0.03,-0.07,-0.13,18
1.98,0.18,9.21,-0.08,-0.02,-0.01,18
1.77,-0.04,8.89,-0.02,-0.02,-0.01,18
1.84,0.0,9.16,0.04,-0.04,-0.01,18
1.58,-0.01,9.18,0.01,0.01,-0.06,18
1.98,0.11,9.09,0.03,0.05,-0.12,18
2.1,0.28,9.48,0.01,-0.01,-0.04,18
1.77,0.17,8.95,-0.0,0.01,-0.0,18
1.8,0.18,9.15,0.03,0.03,-0.03,18
1.74,0.18,9.26,0.02,-0.01,-0.01,18
1.73,0.22,9.1,0.03,0.01,-0.04,18
1.87,0.28,9.45,0.01,-0.0,-0.04,18
1.81,0.25,9.08,-0.01,-0.01,-0.02,18
1.73,0.24,9.13,0.0,0.02,-0.03,18
1.7,0.22,9.12,0.02,-0.0,-0.03,18
1.87,0.24,9.14,0.02,0.05,-0.04,18
1.72,0.27,9.4,0.01,0.04,-0.03,18
1.36,0.34,8.99,-0.01,0.07,-0.07,18
1.23,0.26,9.21,0.04,0.17,-0.14,18
-0.66,0.03,8.97,0.08,0.2,-0.31,18
0.95,0.7,9.62,0.08,1.41,-1.03,18
2.08,1.58,11.99,0.03,2.25,-1.1,18
4.95,2.94,17.97,-0.16,1.32,-0.75,18
5.51,3.47,18.93,-1.95,1.97,0.09,18
2.36,2.96,14.61,-3.07,2.35,0.42,18
2.04,3.32,12.05,-3.58,1.99,0.53,18
0.88,3.6,10.31,-4.24,1.92,0.74,18
-0.68,3.66,7.14,-4.7,1.58,1.03,18
-2.94,3.39,3.22,-5.11,1.5,1.26,18
-6.21,2.76,0.28,-5.45,2.05,0.99,18
-6.26,1.41,-5.72,-5.33,1.94,0.54,18
-6.81,-0.82,-11.29,-4.38,0.83,0.43,18
-8.43,-3.53,-13.8,-2.34,-0.46,0.61,18
-8.08,-4.95,-11.96,-1.21,-0.29,0.07,18
-6.96,-5.1,-8.85,-0.26,-0.33,0.09,18
-7.73,-5.83,-7.37,0.03,-0.21,0.3,18
-8.78,-6.38,-5.65,0.61,-0.56,-0.0,18
1.32,0.23,9.03,0.09,-0.08,-0.06,19
1.29,0.49,9.68,0.07,-0.07,-0.04,19
1.26,0.5,9.17,-0.03,-0.01,-0.03,19
1.13,0.38,9.32,-0.01,-0.02,-0.03,19
1.27,0.37,9.13,0.01,-0.04,-0.04,19
1.38,0.42,9.24,0.02,-0.05,0.0,19
1.27,0.41,9.26,0.01,0.01,-0.0,19
1.18,0.43,9.21,-0.01,-0.01,-0.01,19
1.15,0.41,9.29,-0.01,-0.02,-0.03,19
1.24,0.43,9.24,-0.01,-0.03,-0.05,19
1.19,0.42,9.16,-0.02,-0.02,-0.05,19
1.31,0.39,9.16,-0.01,-0.02,-0.06,19
1.3,0.42,9.24,-0.01,-0.02,-0.04,19
1.34,0.43,9.19,-0.01,-0.0,-0.02,19
1.23,0.39,9.17,0.0,-0.0,-0.03,19
1.29,0.45,9.3,0.01,-0.01,-0.03,19
1.17,0.4,9.19,-0.02,-0.0,-0.03,19
1.03,0.41,9.2,-0.02,0.0,-0.09,19
1.24,0.42,9.22,-0.02,0.01,-0.15,19
1.52,0.36,9.14,0.02,0.02,-0.11,19
1.39,0.43,9.02,0.02,0.15,-0.09,19
0.83,0.44,9.22,0.02,0.54,-0.22,19
0.39,0.48,9.37,-0.05,1.08,-0.58,19
2.8,2.45,10.47,0.33,1.5,-0.9,19
3.52,3.15,17.37,-0.07,0.76,-0.37,19
5.62,3.86,18.95,-1.38,0.49,0.47,19
2.76,3.6,16.21,-3.25,2.27,0.65,19
2.15,3.57,11.07,-4.13,2.57,0.66,19
0.51,3.26,9.16,-4.57,2.3,0.86,19
-0.97,3.36,6.27,-5.25,2.5,1.0,19
-2.16,3.02,2.05,-5.72,2.55,1.06,19
-4.83,2.14,-2.77,-6.02,2.68,1.1,19
-7.08,-0.29,-9.21,-4.98,1.91,0.53,19
-7.22,-2.52,-11.02,-3.42,0.61,0.43,19
-7.75,-3.72,-11.69,-2.21,0.4,0.1,19
-6.92,-4.77,-10.7,-1.14,0.0,-0.08,19
-6.22,-4.86,-9.19,-0.35,-0.01,0.01,19
-7.16,-5.62,-7.04,0.19,-0.49,-0.0,19
0.77,0.39,9.23,0.03,-0.06,0.01,20
0.85,0.41,9.19,0.02,-0.06,-0.0,20
0.86,0.43,9.33,0.02,-0.04,-0.01,20
0.94,0.45,9.23,-0.01,-0.01,-0.02,20
0.89,0.45,9.19,0.0,-0.03,-0.01,20
0.89,0.43,9.26,0.01,-0.03,0.0,20
0.84,0.4,9.21,-0.0,-0.02,-0.02,20
0.94,0.48,9.23,0.01,-0.04,-0.02,20
0.95,0.49,9.26,-0.02,-0.0,-0.03,20
0.81,0.44,9.26,-0.01,-0.01,-0.03,20
0.97,0.47,9.22,-0.01,-0.02,-0.03,20
0.89,0.46,9.2,-0.01,-0.02,-0.03,20
0.92,0.41,9.26,0.0,-0.04,-0.03,20
1.0,0.43,9.22,-0.01,-0.02,-0.03,20
0.89,0.42,9.22,-0.0,-0.03,-0.03,20
1.06,0.46,9.21,0.0,-0.01,-0.03,20
0.91,0.46,9.25,-0.02,0.0,-0.03,20
0.93,0.48,9.21,0.0,-0.0,-0.04,20
1.05,0.4,9.24,-0.01,0.02,-0.04,20
0.82,0.4,9.05,0.03,-0.01,-0.01,20
0.62,0.43,9.7,-0.01,0.32,-0.24,20
2.37,0.2,9.54,-0.1,1.18,-0.34,20
1.17,1.46,12.42,-0.33,2.21,-0.51,20
3.08,2.65,15.89,-0.61,1.51,-0.52,20
3.58,3.14,18.34,-1.36,0.99,0.31,20
0.98,3.06,16.82,-3.01,2.13,0.52,20
1.3,3.96,12.62,-4.08,2.32,0.4,20
1.09,4.28,9.87,-4.78,2.22,0.91,20
-2.02,4.06,4.99,-5.42,2.06,1.24,20
-2.77,3.43,0.4,-5.63,2.53,1.06,20
-5.6,2.36,-3.5,-5.79,3.14,0.84,20
-7.0,0.16,-11.33,-4.98,2.3,0.14,20
-7.64,-2.55,-13.06,-3.08,0.84,-0.12,20
-6.33,-4.21,-14.35,-1.29,0.01,-0.17,20
-6.45,-4.97,-9.63,-0.34,-0.12,-0.24,20
-5.32,-5.36,-7.45,-0.02,0.02,-0.06,20
2.0,0.02,9.21,-0.01,-0.0,-0.03,21
1.86,-0.02,9.08,-0.02,-0.0,-0.04,21
1.88,-0.03,9.08,0.04,-0.03,-0.06,21
2.04,0.03,9.16,0.06,-0.02,-0.07,21
2.19,0.15,9.41,0.01,-0.01,-0.04,21
2.08,0.05,9.07,-0.02,0.03,-0.02,21
1.92,0.01,9.21,0.0,0.0,-0.01,21
1.83,0.01,9.11,-0.0,-0.01,-0.03,21
2.01,0.09,9.27,0.0,-0.02,-0.05,21
2.08,0.05,9.07,-0.0,0.0,-0.03,21
1.93,0.07,9.23,-0.01,0.01,-0.03,21
1.87,0.05,9.15,0.0,0.0,-0.05,21
1.99,0.08,9.11,-0.01,0.0,-0.05,21
1.99,0.07,9.3,0.01,-0.0,-0.05,21
1.87,0.06,9.0,-0.03,0.04,-0.05,21
1.85,0.06,9.22,0.01,0.01,-0.08,21
2.04,0.1,9.07,0.01,0.03,-0.08,21
2.01,0.17,9.21,0.03,0.01,-0.06,21
1.97,0.11,8.97,0.03,0.09,-0.06,21
1.87,0.12,9.31,0.03,0.08,-0.06,21
1.75,0.1,9.06,0.03,0.07,-0.05,21
1.85,0.17,9.21,0.03,0.09,-0.07,21
1.68,0.21,8.72,0.09,0.26,-0.09,21
1.81,0.04,8.98,0.16,0.43,-0.11,21
2.32,0.4,10.22,0.13,1.02,-0.26,21
2.6,-0.3,9.28,-0.11,1.5,-0.08,21
2.08,1.37,13.89,0.51,0.21,-0.25,21
6.47,3.47,19.16,-0.18,0.34,-0.06,21
5.57,3.83,17.43,-2.57,2.89,0.39,21
3.71,3.69,12.54,-3.26,2.55,0.7,21
1.86,3.88,11.07,-3.84,2.7,0.91,21
-0.15,4.23,8.57,-4.63,2.84,0.89,21
-1.94,3.71,4.13,-5.3,2.93,0.9,21
-5.47,2.25,-1.13,-5.43,2.88,0.57,21
-5.5,0.91,-4.41,-5.03,2.9,-0.01,21
-6.0,-0.95,-7.59,-3.97,1.5,-0.28,21
-5.73,-2.4,-10.98,-3.16,0.77,0.09,21
-7.48,-4.43,-12.73,-1.77,-0.05,-0.03,21
0.17,-0.92,9.2,-0.03,0.02,-0.0,22
0.01,-0.91,9.16,-0.02,0.01,-0.01,22
-0.07,-0.97,9.21,-0.01,-0.02,-0.04,22
0.06,-0.96,9.11,-0.02,-0.0,-0.09,22
0.26,-0.95,9.21,0.01,0.01,-0.08,22
0.27,-0.94,9.29,-0.04,0.01,-0.03,22
0.13,-0.98,9.04,-0.01,0.02,-0.02,22
-0.04,-0.98,9.27,-0.01,-0.0,-0.03,22
0.17,-0.95,9.09,0.01,-0.01,-0.04,22
0.13,-0.92,9.2,0.01,-0.02,-0.01,22
0.11,-0.92,9.17,0.01,0.01,-0.02,22
0.13,-0.95,9.14,0.02,0.0,-0.01,22
0.06,-0.93,9.19,0.03,-0.02,-0.0,22
0.08,-0.91,9.19,0.03,-0.03,-0.02,22
0.17,-0.88,9.18,0.04,-0.01,-0.02,22
0.15,-0.85,9.26,0.03,-0.01,-0.01,22
0.07,-0.86,9.22,-0.0,-0.0,-0.02,22
0.11,-0.89,9.09,0.01,0.01,-0.03,22
0.11,-0.86,9.11,0.04,0.02,-0.04,22
0.15,-0.9,9.03,0.05,0.07,-0.04,22
0.02,-0.86,8.73,0.14,0.12,-0.05,22
-0.16,-1.04,9.2,0.18,0.42,-0.16,22
1.03,-0.92,8.59,0.34,0.83,-0.18,22
2.29,0.13,12.61,0.26,1.96,-0.08,22
-1.49,0.77,17.4,-0.29,1.58,-0.42,22
2.28,2.31,17.87,-1.3,1.03,0.08,22
-1.6,1.25,16.54,-2.48,1.66,0.16,22
-0.58,1.87,11.98,-3.37,1.27,0.13,22
-0.5,1.76,8.83,-3.83,1.26,0.46,22
-0.46,2.34,6.42,-4.29,1.72,0.51,22
-1.37,2.21,3.66,-4.89,2.32,0.74,22
-4.07,1.34,-0.09,-5.15,2.6,0.57,22
-5.82,0.01,-5.56,-5.0,2.0,0.27,22
-7.24,-2.1,-9.51,-3.73,0.77,-0.04,22
-6.96,-4.24,-12.39,-2.37,0.23,-0.08,22
-5.65,-5.07,-10.66,-1.13,-0.29,0.15,22
-6.9,-6.13,-9.67,-0.44,-0.27,0.2,22
-6.53,-6.04,-7.03,0.06,-0.28,0.24,22
-6.73,-6.15,-5.16,0.19,-0.2,0.19,22
1.03,0.4,9.41,-0.03,0.04,-0.02,23
0.75,0.26,9.22,-0.04,0.04,-0.01,23
0.79,0.23,9.21,-0.03,0.02,-0.02,23
0.85,0.24,9.14,-0.01,-0.0,-0.01,23
0.8,0.3,9.3,0.0,0.01,-0.0,23
0.79,0.33,9.34,-0.03,0.03,-0.01,23
0.67,0.2,8.98,-0.01,-0.01,0.01,23
0.75,0.25,9.35,0.03,-0.04,-0.03,23
0.91,0.38,9.17,-0.0,-0.02,-0.02,23
0.8,0.34,9.33,-0.0,0.01,-0.01,23
0.7,0.27,9.13,-0.0,-0.0,-0.02,23
0.84,0.36,9.38,0.01,-0.02,-0.03,23
0.81,0.31,9.13,-0.02,0.01,-0.04,23
0.77,0.3,9.24,-0.01,0.0,-0.02,23
0.76,0.27,9.15,0.0,-0.02,-0.02,23
0.78,0.33,9.3,0.01,-0.02,-0.02,23
0.86,0.32,9.31,-0.0,-0.0,-0.02,23
0.8,0.33,9.17,-0.02,0.02,-0.02,23
0.79,0.3,9.26,-0.0,0.01,-0.02,23
0.74,0.32,9.17,0.0,0.01,-0.02,23
0.76,0.34,9.27,-0.01,0.03,-0.04,23
0.8,0.34,9.19,0.0,0.05,-0.04,23
0.62,0.42,9.21,0.01,0.14,-0.05,23
0.61,0.47,9.31,0.0,0.42,-0.13,23
0.14,0.36,9.06,-0.01,0.74,-0.24,23
0.15,0.31,9.62,0.08,1.02,-0.51,23
2.15,1.35,8.46,0.29,1.39,-0.49,23
2.12,3.19,17.63,0.34,1.62,-0.51,23
4.77,4.74,21.56,-1.83,1.33,0.21,23
1.48,3.84,15.16,-3.28,1.93,0.93,23
-0.32,3.42,11.33,-4.05,2.28,0.81,23
-0.95,3.05,7.82,-4.55,2.59,0.75,23
-2.26,2.47,4.2,-4.83,2.76,0.63,23
-3.59,1.61,1.24,-5.01,3.27,0.27,23
-5.38,0.22,-3.85,-4.68,2.05,0.17,23
-6.32,-1.42,-6.56,-3.74,0.91,0.18,23
-7.51,-2.97,-9.49,-2.83,0.54,0.03,23
-7.34,-4.22,-10.91,-1.81,0.18,0.03,23
-6.55,-4.84,-8.4,-0.97,0.11,-0.01,23
-6.73,-5.81,-8.02,-0.48,-0.01,0.19,23
-7.22,-6.06,-6.0,-0.08,-0.09,0.19,23
-7.81,-6.32,-4.74,0.09,0.02,0.04,23
-7.13,-5.89,-3.29,0.22,-0.14,0.04,23
0.86,-0.8,9.17,0.05,-0.03,0.04,24
1.01,-0.72,9.25,0.04,0.02,0.02,24
0.92,-0.69,9.26,0.05,0.02,0.03,24
0.83,-0.63,9.31,0.03,0.0,0.03,24
0.78,-0.64,9.28,0.02,0.01,0.0,24
0.83,-0.64,9.24,0.02,-0.02,-0.01,24
0.75,-0.6,9.29,0.02,0.0,-0.06,24
0.93,-0.55,9.17,0.02,-0.02,-0.07,24
0.96,-0.58,9.23,0.05,-0.02,-0.05,24
0.92,-0.53,9.3,0.03,0.01,-0.04,24
0.92,-0.51,9.33,0.01,-0.01,-0.03,24
0.86,-0.52,9.11,0.0,0.06,-0.04,24
0.77,-0.55,9.32,0.01,0.02,-0.05,24
0.81,-0.5,9.33,-0.03,0.03,-0.06,24
0.96,-0.54,9.06,0.0,-0.01,-0.03,24
0.84,-0.51,9.3,0.02,-0.02,-0.01,24
0.86,-0.51,9.22,-0.0,0.0,-0.02,24
0.86,-0.54,9.0,0.04,-0.02,-0.01,24
0.85,-0.45,9.19,0.08,-0.02,-0.01,24
0.87,-0.35,9.39,0.07,-0.01,0.01,24
0.8,-0.32,9.21,0.0,0.09,-0.0,24
0.04,-0.6,8.45,0.1,0.42,-0.15,24
1.11,-0.75,8.87,0.18,1.16,-0.42,24
2.51,-0.03,9.52,0.47,1.82,-0.28,24
2.57,2.95,18.16,0.44,2.13,-0.45,24
5.25,4.54,23.0,-1.23,0.86,0.31,24
3.11,4.43,16.79,-3.1,1.22,1.14,24
1.05,3.91,11.1,-3.94,2.15,1.08,24
0.29,3.93,8.57,-4.56,2.54,1.0,24
-1.88,3.45,4.61,-5.09,2.86,0.97,24
-3.55,2.9,1.06,-5.16,2.91,0.58,24
-4.43,2.43,-1.75,-5.52,2.98,0.34,24
-6.28,0.76,-9.8,-5.26,2.88,0.08,24
-7.24,-2.08,-13.35,-3.07,0.77,-0.24,24
-6.27,-3.15,-11.47,-1.95,0.27,0.1,24
-6.1,-4.44,-11.26,-1.18,0.0,0.13,24
-9.9,-6.47,-14.21,-0.68,0.89,-0.17,24
-5.03,-5.46,-8.25,0.61,-0.26,-0.18,24
1.48,-0.24,8.99,-0.01,0.04,-0.04,25
1.42,-0.18,9.09,0.04,0.03,-0.04,25
1.37,-0.11,9.22,0.07,-0.03,-0.01,25
1.33,-0.1,9.21,0.09,-0.05,-0.01,25
1.43,-0.04,9.28,0.08,-0.09,-0.01,25
1.39,0.02,9.25,0.07,-0.07,-0.04,25
1.69,0.04,9.12,0.06,-0.0,-0.03,25
1.5,0.05,9.31,0.07,0.04,-0.01,25
1.26,0.1,9.37,0.01,0.04,-0.05,25
1.38,0.13,9.18,0.02,0.02,-0.05,25
1.41,0.15,9.24,0.01,0.0,-0.06,25
1.47,0.16,9.39,-0.01,-0.02,-0.05,25
1.47,0.05,9.01,-0.03,-0.01,-0.04,25
1.53,-0.01,9.15,0.03,-0.01,-0.01,25
1.4,0.03,9.15,0.03,0.03,-0.03,25
1.25,0.1,9.15,0.04,0.06,-0.06,25
1.38,0.2,9.14,0.07,0.02,-0.06,25
1.31,0.25,9.45,0.06,0.02,-0.06,25
1.3,0.26,9.34,-0.02,-0.01,-0.06,25
1.47,0.23,9.0,0.02,-0.02,-0.05,25
1.33,0.11,8.97,0.06,0.07,-0.05,25
1.24,0.13,9.04,0.11,0.11,-0.09,25
2.21,0.83,11.15,0.11,0.33,-0.11,25
1.41,0.37,9.08,0.05,0.56,-0.09,25
0.89,0.25,9.01,0.16,0.98,-0.21,25
2.16,0.71,14.88,-0.44,1.81,-0.3,25
3.63,1.64,14.56,-0.67,1.55,-0.21,25
4.48,2.81,18.95,-1.19,0.95,0.53,25
3.0,2.82,15.56,-2.68,1.97,0.93,25
1.46,2.58,10.99,-3.49,2.59,0.83,25
0.85,2.9,7.94,-3.71,2.65,0.94,25
-1.65,2.88,6.94,-4.02,2.59,0.95,25
-2.53,3.32,4.73,-4.34,2.2,0.74,25
-4.06,3.05,2.04,-5.21,2.74,0.86,25
-7.99,0.95,-6.67,-5.28,2.43,0.43,25
-7.55,-0.58,-9.36,-3.77,1.16,0.01,25
-7.47,-2.84,-12.33,-2.48,-0.29,0.14,25
-7.68,-4.02,-11.32,-1.42,0.21,0.08,25
-6.9,-5.11,-9.83,-0.3,-0.48,-0.08,25
-6.01,-4.85,-5.38,-0.2,0.1,0.22,25
-10.74,-6.78,-7.21,0.26,-0.34,0.18,25
1.03,-0.45,9.18,0.01,0.02,0.0,26
0.96,-0.41,9.16,0.03,0.01,-0.03,26
1.02,-0.39,9.2,0.05,-0.02,-0.05,26
1.13,-0.33,9.2,0.06,-0.03,-0.04,26
1.19,-0.25,9.42,0.03,0.01,-0.03,26
1.2,-0.3,9.23,-0.01,0.02,-0.0,26
0.96,-0.36,9.21,-0.0,0.03,-0.01,26
0.93,-0.36,9.2,0.01,-0.02,-0.02,26
1.05,-0.3,9.3,0.01,-0.02,-0.04,26
1.18,-0.31,9.18,0.01,0.01,-0.03,26
1.06,-0.29,9.3,0.0,-0.01,-0.02,26
1.03,-0.29,9.19,-0.0,-0.0,-0.01,26
1.03,-0.29,9.32,0.0,-0.01,-0.02,26
