ax,ay,az,gx,gy,gz,sequence_id
1.92,-0.47,9.09,-0.06,-0.01,-0.01,11
1.8,-0.52,8.9,0.01,-0.02,-0.02,11
1.87,-0.44,9.22,0.04,-0.04,-0.05,11
2.04,-0.45,9.23,0.02,-0.04,-0.05,11
2.1,-0.39,9.12,0.0,0.01,-0.04,11
2.13,-0.58,9.14,0.01,0.05,-0.02,11
0.33,-0.21,9.21,0.06,0.14,-0.18,11
1.43,-0.81,10.53,0.0,0.39,-0.62,11
2.76,-0.04,14.14,0.15,-0.16,-0.61,11
6.95,1.74,22.98,-1.01,-0.59,0.4,11
4.61,1.9,20.47,-2.88,0.76,0.84,11
3.13,2.02,16.1,-3.54,-0.2,1.08,11
2.66,2.98,14.31,-4.37,-0.16,1.2,11
1.66,3.54,10.37,-5.2,-0.02,1.13,11
1.31,3.25,4.63,-5.6,-0.23,1.29,11
1.24,1.92,-0.9,-5.85,1.23,1.17,11
-0.99,-1.79,-6.94,-4.52,0.31,1.0,11
-1.06,-3.78,-7.22,-3.38,1.07,0.5,11
-0.66,-5.1,-8.41,-2.61,0.54,0.41,11
1.39,-0.6,9.26,0.07,-0.08,-0.03,12
1.57,-0.5,9.4,0.02,-0.09,-0.05,12
1.79,-0.48,9.12,-0.02,-0.02,-0.04,12
1.76,-0.51,9.23,-0.0,-0.0,0.0,12
1.57,-0.58,9.23,0.0,-0.04,-0.01,12
1.56,-0.55,9.23,0.02,-0.03,-0.03,12
1.59,-0.48,9.21,0.0,-0.03,-0.03,12
1.65,-0.52,9.2,-0.01,-0.02,-0.03,12
1.68,-0.51,9.1,-0.0,-0.01,-0.03,12
1.63,-0.5,9.23,-0.0,-0.02,-0.01,12
1.68,-0.55,9.29,-0.01,0.02,-0.02,12
1.58,-0.53,9.15,-0.01,0.02,-0.03,12
1.56,-0.54,9.18,-0.01,-0.01,-0.02,12
1.66,-0.56,9.1,-0.0,-0.03,-0.03,12
1.68,-0.53,9.2,-0.0,-0.01,-0.03,12
1.67,-0.53,9.22,-0.0,-0.02,-0.02,12
1.55,-0.52,9.18,0.01,-0.02,-0.03,12
1.73,-0.5,9.27,-0.0,-0.03,-0.03,12
1.68,-0.48,9.17,0.0,-0.02,-0.02,12
1.69,-0.51,9.19,-0.01,0.0,-0.02,12
1.63,-0.53,9.2,-0.0,-0.01,-0.02,12
1.65,-0.49,9.19,-0.0,0.0,-0.03,12
1.69,-0.52,9.18,-0.0,0.01,-0.02,12
1.58,-0.52,9.21,-0.0,0.01,-0.02,12
1.58,-0.51,9.19,-0.0,0.01,-0.04,12
1.7,-0.54,9.23,0.0,0.01,-0.04,12
1.79,-0.66,9.11,0.0,0.03,-0.02,12
1.61,-0.86,8.85,0.1,-0.24,0.08,12
0.59,-0.69,9.93,0.13,-0.36,0.05,12
0.94,-0.22,11.58,-0.2,0.53,-0.5,12
4.11,0.4,14.44,-0.33,-0.04,-0.43,12
5.33,1.23,20.41,-0.91,-0.6,0.26,12
4.4,2.22,21.05,-2.28,-0.32,0.68,12
3.47,3.31,18.69,-3.86,-0.19,0.92,12
1.48,4.42,15.48,-5.1,-0.45,0.91,12
1.99,4.3,9.32,-5.88,-0.38,0.85,12
2.21,3.14,2.9,-6.08,0.35,0.97,12
0.98,0.85,-2.77,-5.46,0.32,1.07,12
1.86,-0.51,-5.99,-4.85,0.78,0.99,12
0.46,-2.46,-9.39,-4.07,1.19,1.0,12
0.32,-4.58,-13.68,-2.99,1.17,0.82,12
-1.01,-6.16,-15.9,-1.67,0.63,0.78,12
-2.53,-7.87,-14.68,0.24,-0.16,0.39,12
-2.57,-8.42,-6.96,1.16,-0.4,0.02,12
-1.02,-9.08,-1.89,1.02,-0.48,-0.34,12
0.25,-9.42,-0.43,0.39,-0.13,-0.29,12
1.38,-0.65,8.99,0.02,-0.12,-0.04,13
1.81,-0.49,9.0,0.06,-0.14,-0.14,13
2.22,-0.4,9.03,0.09,-0.15,-0.14,13
2.54,-0.28,9.16,0.08,-0.06,-0.11,13
2.46,-0.24,9.36,0.07,-0.06,-0.03,13
2.24,-0.27,9.39,0.0,-0.02,-0.0,13
2.14,-0.36,9.09,-0.05,0.03,-0.02,13
2.11,-0.36,8.97,-0.01,-0.02,-0.02,13
2.11,-0.34,9.07,0.03,-0.04,-0.04,13
2.26,-0.3,9.25,0.01,-0.02,-0.05,13
2.19,-0.34,9.08,0.02,-0.04,-0.03,13
2.3,-0.25,9.15,0.04,-0.05,-0.05,13
2.4,-0.23,9.14,-0.0,-0.02,-0.03,13
2.33,-0.29,9.0,0.02,-0.01,-0.01,13
2.22,-0.23,9.28,0.03,-0.02,-0.01,13
2.21,-0.26,9.06,0.0,-0.01,-0.03,13
2.26,-0.22,9.17,0.0,-0.02,-0.02,13
2.31,-0.23,9.1,0.01,-0.03,-0.02,13
2.26,-0.21,9.12,-0.01,0.0,-0.02,13
2.32,-0.2,9.16,0.01,-0.02,-0.01,13
2.23,-0.21,9.08,-0.0,-0.01,-0.02,13
2.28,-0.23,9.12,0.0,0.0,-0.03,13
2.33,-0.23,9.03,0.01,0.02,-0.02,13
2.28,-0.24,9.18,0.02,-0.03,0.01,13
2.27,-0.24,9.14,-0.02,0.1,-0.02,13
2.12,-0.35,9.24,-0.04,0.06,-0.02,13
1.49,-0.1,9.69,-0.06,0.09,-0.11,13
2.07,-0.09,12.87,-0.42,0.01,-0.3,13
3.62,-0.34,12.64,-0.69,0.31,-0.2,13
5.37,0.31,19.27,-0.77,-0.74,0.23,13
5.15,1.35,20.26,-2.19,-0.28,0.7,13
4.38,1.9,17.03,-3.25,-0.39,1.14,13
3.26,3.39,17.15,-4.35,-0.5,1.15,13
3.37,4.27,10.95,-5.58,0.28,1.25,13
2.87,3.9,5.32,-6.13,1.21,1.14,13
1.35,1.93,-2.09,-5.69,0.71,1.29,13
0.06,-0.41,-5.56,-4.68,0.87,1.04,13
0.83,-2.07,-7.42,-3.89,1.16,0.79,13
0.32,-4.14,-11.48,-3.03,0.92,0.86,13
-1.27,-6.1,-14.62,-2.11,1.08,0.88,13
-3.4,-8.52,-16.18,-0.42,0.63,0.57,13
-3.75,-8.81,-8.85,0.75,-0.04,-0.02,13
-1.63,-9.14,-3.63,1.02,-0.23,-0.43,13
-0.45,-9.39,-1.34,0.52,-0.05,-0.36,13
0.2,-9.47,-1.83,0.2,-0.28,-0.33,13
1.57,-1.47,8.93,-0.02,-0.03,-0.06,14
1.61,-1.43,9.3,0.05,-0.06,-0.04,14
1.61,-1.49,9.26,-0.05,-0.04,-0.0,14
1.53,-1.54,8.83,-0.01,-0.03,-0.01,14
1.49,-1.51,8.96,0.06,-0.03,-0.01,14
1.47,-1.43,9.3,0.06,-0.05,-0.01,14
1.61,-1.4,9.24,0.0,-0.04,-0.02,14
1.59,-1.43,9.06,0.01,-0.0,-0.02,14
1.65,-1.37,9.16,-0.01,0.0,-0.01,14
1.5,-1.42,9.28,0.0,-0.01,-0.03,14
1.5,-1.49,9.25,-0.04,0.05,-0.04,14
1.72,-1.4,8.99,-0.09,0.01,-0.04,14
1.7,-1.52,8.56,-0.01,0.03,-0.02,14
1.45,-1.51,9.11,0.07,0.04,0.0,14
1.31,-1.41,9.24,-0.01,-0.02,-0.04,14
1.46,-1.45,9.05,0.01,-0.06,-0.05,14
1.59,-1.42,9.21,0.02,-0.06,-0.05,14
1.73,-1.36,9.06,-0.01,-0.08,-0.03,14
1.79,-1.42,8.97,0.02,-0.03,0.01,14
1.71,-1.45,8.65,0.08,-0.0,0.02,14
1.52,-1.41,8.54,0.19,-0.0,0.01,14
1.47,-1.32,9.5,0.31,-0.11,0.03,14
0.94,-1.31,9.58,0.15,-0.11,-0.0,14
1.46,-1.1,8.91,0.14,-0.1,-0.14,14
1.09,-0.87,10.43,0.18,-0.21,-0.27,14
1.24,-1.09,11.93,-0.16,-0.32,-0.23,14
5.15,-0.78,16.31,-0.3,-0.74,-0.39,14
6.1,0.68,22.14,-1.49,-0.2,0.08,14
6.42,2.24,22.18,-2.92,-0.67,0.57,14
5.33,3.79,19.09,-4.31,-0.64,0.95,14
3.58,5.2,12.87,-5.37,-0.85,1.38,14
2.36,4.98,5.31,-5.76,-0.13,1.75,14
0.04,4.19,-0.28,-5.86,0.26,1.93,14
-0.13,1.89,-5.14,-5.33,1.04,1.54,14
-2.09,-1.16,-10.8,-4.2,0.4,1.42,14
-2.01,-4.23,-11.68,-2.91,0.76,0.73,14
-2.44,-6.58,-15.93,-1.57,0.27,0.7,14
-3.73,-8.03,-13.99,-0.32,0.64,0.23,14
-2.68,-9.0,-10.25,0.86,-0.15,-0.28,14
2.54,-0.33,8.99,-0.02,0.03,-0.01,15
2.49,-0.3,9.17,-0.04,0.06,-0.0,15
2.2,-0.36,8.96,-0.02,0.01,0.0,15
2.32,-0.34,9.2,-0.0,-0.0,-0.02,15
2.36,-0.34,9.01,-0.01,-0.02,-0.02,15
2.36,-0.31,9.21,0.02,-0.03,-0.03,15
2.43,-0.35,9.07,-0.03,-0.02,-0.03,15
2.49,-0.34,8.95,0.02,-0.03,-0.03,15
2.41,-0.29,9.21,0.02,-0.03,-0.01,15
2.44,-0.34,9.09,0.01,-0.02,-0.02,15
2.47,-0.32,9.11,0.0,-0.03,-0.02,15
2.46,-0.29,9.05,0.01,-0.02,-0.02,15
2.37,-0.29,9.16,-0.01,-0.02,-0.02,15
2.47,-0.29,9.01,-0.01,-0.01,-0.04,15
2.53,-0.28,9.15,-0.02,-0.01,-0.03,15
2.51,-0.29,9.11,-0.01,0.01,-0.03,15
2.4,-0.34,9.1,-0.02,0.01,-0.02,15
2.33,-0.36,9.01,0.0,-0.02,-0.02,15
2.33,-0.32,8.99,0.04,-0.04,-0.04,15
2.5,-0.28,9.12,0.04,-0.05,-0.05,15
2.43,-0.29,9.28,0.05,-0.03,-0.02,15
1.98,-0.33,10.03,-0.13,0.09,-0.19,15
1.4,-0.54,10.62,-0.33,-0.07,-0.15,15
4.66,-0.42,13.4,-0.61,0.66,-0.64,15
4.98,-1.2,16.01,-0.84,-0.06,0.23,15
4.56,-0.11,20.62,-1.4,-0.25,0.28,15
6.54,1.85,20.51,-2.66,-0.45,0.81,15
5.51,3.89,17.9,-4.01,-0.34,1.3,15
2.5,6.12,15.21,-5.36,-0.84,1.45,15
3.66,6.52,6.33,-6.29,-0.69,1.89,15
-0.21,4.94,-1.44,-6.25,0.1,2.16,15
-2.13,0.87,-7.61,-4.96,0.17,1.86,15
-3.54,-2.05,-8.89,-3.58,-0.03,1.36,15
-3.66,-5.29,-10.76,-2.47,-0.24,0.91,15
-4.19,-7.51,-12.9,-1.24,-0.18,0.51,15
-5.06,-8.96,-12.16,-0.2,-0.12,0.2,15
-3.96,-9.43,-7.23,0.69,-0.2,-0.43,15
-0.99,-9.35,-2.43,0.75,-0.14,-0.58,15
1.5,-1.18,9.21,0.02,-0.03,-0.01,16
1.54,-1.21,8.93,0.02,0.02,-0.03,16
1.54,-1.1,9.27,0.07,-0.01,-0.05,16
1.79,-1.01,9.62,0.0,-0.04,-0.02,16
1.73,-1.16,9.0,-0.07,-0.02,0.01,16
1.54,-1.25,8.56,0.06,-0.01,-0.0,16
1.5,-1.11,9.39,0.09,-0.03,-0.01,16
1.57,-1.09,9.21,0.04,-0.02,-0.03,16
1.72,-0.99,9.25,0.05,-0.03,-0.03,16
1.67,-1.0,9.28,-0.0,0.0,-0.02,16
1.52,-1.07,9.03,-0.0,0.0,-0.01,16
1.48,-1.09,9.08,0.05,-0.03,-0.04,16
1.58,-0.98,9.3,0.03,-0.03,-0.06,16
1.75,-0.96,9.19,0.02,-0.05,-0.05,16
1.76,-0.96,9.01,0.02,-0.01,-0.04,16
1.73,-0.9,9.4,0.01,-0.0,-0.03,16
1.63,-0.94,8.94,0.0,0.0,-0.02,16
1.48,-0.95,9.45,0.03,-0.01,-0.05,16
1.52,-0.96,9.3,-0.08,0.01,-0.06,16
1.76,-1.0,8.6,-0.0,-0.04,-0.07,16
1.81,-0.96,9.17,0.07,-0.07,-0.04,16
1.84,-0.84,9.43,0.03,-0.04,-0.03,16
1.79,-0.91,8.88,0.03,-0.03,-0.0,16
1.95,-0.81,9.41,0.06,0.01,0.0,16
1.81,-0.79,9.48,-0.02,0.04,0.04,16
1.52,-0.9,9.04,-0.05,0.05,0.02,16
1.45,-0.94,8.97,0.02,-0.01,-0.02,16
1.53,-0.77,9.2,0.04,-0.03,-0.06,16
1.72,-0.91,9.05,0.02,-0.03,-0.07,16
1.55,-0.84,8.93,0.11,-0.22,-0.04,16
2.22,-1.15,9.7,0.08,0.02,-0.06,16
1.27,-0.51,11.0,-0.09,0.14,-0.14,16
4.75,-0.75,15.78,-0.33,-0.23,-0.25,16
2.89,0.18,22.01,-1.63,-0.03,0.2,16
5.06,1.37,23.53,-2.96,-0.38,0.1,16
4.7,2.22,17.24,-4.06,-1.05,0.8,16
4.37,3.71,13.02,-5.34,0.01,1.1,16
2.11,3.61,6.96,-5.64,-0.41,1.27,16
1.3,3.85,3.0,-5.9,0.73,1.44,16
0.63,2.53,-3.86,-5.77,0.54,1.36,16
-0.19,-0.29,-8.54,-4.5,0.84,1.13,16
-0.53,-2.28,-9.52,-3.68,1.41,0.76,16
-1.55,-4.89,-13.4,-2.26,0.15,0.63,16
-3.17,-7.24,-17.21,-1.09,0.1,0.51,16
-5.27,-8.46,-13.38,0.75,-0.53,-0.07,16
-2.43,-9.03,-5.39,1.36,-0.53,-0.71,16
0.01,-9.43,-1.5,1.08,-0.58,-0.7,16
0.85,-9.44,-0.13,0.47,-0.36,-0.49,16
2.24,-0.15,9.11,-0.0,0.0,-0.02,17
2.21,-0.17,9.19,0.0,-0.02,-0.02,17
2.29,-0.14,9.12,-0.01,-0.01,-0.03,17
2.28,-0.16,9.11,-0.01,-0.0,-0.02,17
2.27,-0.1,9.18,-0.01,-0.0,-0.02,17
2.26,-0.15,9.14,-0.0,-0.01,-0.02,17
2.29,-0.17,9.13,-0.01,-0.01,-0.03,17
2.31,-0.12,9.12,-0.0,-0.0,-0.02,17
2.26,-0.16,9.15,-0.01,-0.0,-0.02,17
2.26,-0.18,9.09,-0.02,-0.01,-0.02,17
2.28,-0.12,9.15,-0.0,-0.01,-0.03,17
2.23,-0.16,9.11,-0.01,-0.0,-0.03,17
2.31,-0.16,9.12,0.0,-0.02,-0.03,17
2.29,-0.12,9.11,-0.01,-0.01,-0.02,17
2.21,-0.16,9.16,0.01,-0.03,-0.02,17
2.32,-0.16,9.11,-0.01,-0.01,-0.03,17
2.33,-0.14,9.08,-0.0,-0.01,-0.02,17
2.28,-0.14,9.12,-0.01,0.0,-0.02,17
2.25,-0.13,9.13,-0.01,-0.01,-0.02,17
2.3,-0.17,9.11,-0.01,-0.01,-0.03,17
2.13,-0.18,9.11,0.01,-0.05,-0.04,17
2.43,-0.1,9.24,-0.0,-0.04,-0.04,17
2.47,-0.11,9.05,-0.0,-0.04,-0.02,17
2.44,-0.12,9.06,0.01,-0.02,0.01,17
2.35,-0.13,9.07,0.0,-0.01,-0.0,17
2.42,-0.11,9.08,0.01,-0.03,0.01,17
2.36,-0.1,9.13,-0.01,0.02,0.01,17
2.16,-0.14,9.09,-0.01,0.02,-0.01,17
2.19,-0.15,9.14,-0.0,-0.0,-0.04,17
2.42,-0.17,9.1,0.01,-0.0,-0.04,17
2.26,-0.22,9.18,0.01,0.0,-0.03,17
1.81,-0.32,8.75,0.05,0.1,-0.08,17
1.98,0.07,8.84,0.08,0.16,-0.25,17
1.78,-0.28,8.96,0.45,0.25,-0.39,17
1.78,1.28,17.6,0.37,-0.0,-0.82,17
8.92,3.46,25.29,-0.98,-0.34,-0.04,17
5.03,4.45,23.4,-3.23,-0.33,1.15,17
3.02,5.07,18.25,-4.71,0.05,1.08,17
3.2,6.18,14.4,-5.88,0.02,1.19,17
3.55,6.11,7.32,-6.76,0.53,1.43,17
0.84,5.7,1.62,-6.97,0.63,1.44,17
0.44,3.17,-5.58,-6.14,0.24,1.49,17
-0.68,0.07,-8.5,-4.78,0.41,1.13,17
-0.52,-2.34,-11.57,-3.15,-0.42,1.0,17
-1.7,-4.45,-13.01,-2.1,0.27,1.0,17
-4.34,-7.04,-14.3,-0.77,0.35,0.86,17
-4.47,-8.43,-10.52,0.35,0.13,0.2,17
-3.97,-9.2,-6.17,0.79,-0.11,-0.18,17
-1.79,-9.3,-2.29,0.62,-0.24,-0.54,17
-0.2,-9.19,-1.77,0.15,-0.08,-0.35,17
-0.89,-9.26,-2.59,-0.08,-0.14,-0.15,17
2.09,-0.99,9.16,-0.02,-0.01,-0.01,18
2.04,-1.05,8.98,-0.0,0.01,-0.01,18
1.98,-1.02,9.25,0.0,-0.01,-0.01,18
1.96,-1.05,9.02,-0.01,-0.01,-0.02,18
2.03,-0.95,9.28,0.01,-0.02,-0.03,18
2.01,-1.02,9.03,-0.01,-0.01,-0.02,18
2.04,-1.02,9.12,0.01,-0.02,-0.03,18
2.07,-1.0,9.17,-0.0,-0.01,-0.02,18
2.1,-0.97,9.15,-0.0,-0.02,-0.01,18
2.04,-1.02,9.07,-0.02,0.0,-0.01,18
1.96,-1.0,9.08,0.0,0.01,-0.02,18
2.03,-0.98,9.27,-0.0,-0.03,-0.02,18
2.07,-1.03,9.0,-0.01,-0.01,-0.03,18
2.04,-0.96,9.17,0.0,0.0,-0.03,18
2.0,-1.0,9.09,-0.01,-0.0,-0.02,18
2.24,-0.94,9.37,-0.01,-0.02,-0.01,18
2.05,-1.04,8.98,-0.06,0.02,0.01,18
1.88,-1.04,8.95,0.02,-0.0,0.01,18
1.85,-0.98,9.35,-0.0,-0.0,-0.02,18
1.98,-1.0,9.02,-0.02,-0.02,-0.03,18
2.03,-1.04,9.05,0.0,-0.02,-0.05,18
2.1,-0.96,9.4,-0.01,-0.04,-0.03,18
2.09,-1.08,8.82,-0.01,-0.01,-0.02,18
2.09,-1.03,9.19,0.01,-0.01,-0.02,18
2.13,-0.95,8.92,0.01,0.02,-0.02,18
2.19,-0.95,9.32,0.03,0.0,0.01,18
2.01,-0.97,9.09,-0.01,0.02,0.03,18
1.89,-1.02,9.22,0.0,-0.01,0.04,18
1.78,-1.05,9.08,-0.0,0.01,-0.01,18
1.86,-0.99,9.08,0.0,-0.01,-0.05,18
1.98,-0.96,9.05,0.03,-0.08,-0.06,18
2.07,-0.99,9.03,0.05,-0.07,-0.07,18
2.09,-1.1,8.89,0.06,-0.0,-0.06,18
2.1,-0.92,9.02,0.11,-0.01,-0.09,18
1.05,-1.47,9.56,0.18,-0.37,-0.0,18
1.62,-0.11,13.07,-0.14,-0.29,-0.51,18
4.79,-0.35,16.26,-0.56,-0.77,-0.31,18
6.27,0.34,20.92,-1.72,0.18,0.28,18
6.35,1.41,20.98,-2.92,-0.38,0.84,18
3.83,2.57,17.36,-4.17,-0.11,1.22,18
4.33,3.69,13.23,-5.31,-0.09,1.1,18
4.12,3.89,6.64,-5.86,0.15,1.38,18
1.5,2.91,1.19,-5.71,0.56,1.51,18
0.01,0.95,-3.98,-4.82,-0.49,1.48,18
0.77,-0.04,-4.97,-4.18,0.61,1.27,18
-0.75,-2.19,-9.46,-3.81,0.78,1.35,18
-3.04,-4.76,-13.21,-2.67,0.51,1.17,18
-3.62,-6.98,-18.22,-1.35,0.53,0.84,18
-5.38,-8.09,-14.15,0.34,0.26,0.35,18
-3.5,-8.58,-6.99,1.09,-0.21,-0.42,18
0.03,-8.57,-1.49,0.85,-0.17,-0.6,18
1.92,-0.65,9.18,-0.0,-0.01,-0.02,19
1.95,-0.65,9.18,-0.0,-0.01,-0.01,19
1.89,-0.63,9.14,-0.01,-0.01,-0.01,19
1.89,-0.67,9.14,-0.01,-0.0,-0.01,19
1.85,-0.66,9.19,-0.01,-0.01,-0.02,19
1.97,-0.67,9.1,-0.01,-0.01,-0.02,19
1.89,-0.62,9.18,0.01,-0.01,-0.02,19
1.82,-0.64,9.2,-0.0,-0.01,-0.02,19
1.91,-0.63,9.2,0.0,-0.01,-0.03,19
1.95,-0.64,9.16,-0.01,-0.01,-0.02,19
1.89,-0.63,9.16,-0.0,-0.0,-0.02,19
1.87,-0.63,9.14,-0.0,-0.01,-0.02,19
1.95,-0.61,9.28,-0.0,-0.01,-0.03,19
1.9,-0.65,9.01,-0.01,-0.01,-0.03,19
1.91,-0.63,9.25,0.01,-0.01,-0.02,19
1.89,-0.62,9.18,-0.02,-0.01,-0.03,19
1.91,-0.62,9.11,-0.0,-0.01,-0.03,19
1.92,-0.62,9.19,-0.0,-0.01,-0.02,19
1.92,-0.64,9.14,-0.0,-0.01,-0.02,19
1.92,-0.64,9.19,-0.01,-0.01,-0.01,19
1.88,-0.63,9.11,0.0,-0.01,-0.02,19
1.89,-0.61,9.14,0.0,-0.02,-0.03,19
1.96,-0.66,9.1,0.02,-0.02,-0.03,19
1.97,-0.57,9.11,0.04,-0.03,-0.03,19
1.94,-0.63,8.99,0.06,-0.06,-0.04,19
1.99,-0.5,9.33,0.05,-0.05,-0.05,19
1.92,-0.57,9.18,0.06,-0.09,-0.02,19
1.84,-0.4,9.2,0.06,-0.09,-0.04,19
1.89,-0.7,8.88,0.07,-0.18,-0.1,19
1.58,-0.68,8.89,0.21,-0.21,-0.2,19
1.57,-0.43,10.57,0.07,0.25,-0.55,19
3.94,0.3,13.59,0.02,0.08,-0.52,19
5.59,1.09,19.39,-0.49,-0.42,0.24,19
5.5,2.07,22.21,-1.84,-0.51,0.55,19
5.66,3.63,20.97,-3.35,-0.35,0.99,19
4.36,6.24,20.98,-5.13,-0.61,1.31,19
4.21,7.79,12.42,-6.88,0.27,1.51,19
2.18,7.21,1.83,-7.14,0.18,2.02,19
-0.46,3.83,-6.4,-6.3,0.92,1.9,19
-2.39,-0.44,-9.62,-4.29,-0.45,1.2,19
-0.63,-2.24,-8.44,-3.17,-0.03,0.87,19
-1.18,-4.47,-11.82,-2.75,0.98,0.99,19
-3.13,-7.14,-14.95,-1.25,0.78,0.84,19
-4.54,-8.27,-12.05,0.04,0.22,0.38,19
-3.15,-9.0,-7.38,0.78,-0.13,-0.16,19
-1.32,-9.27,-2.79,0.7,-0.05,-0.41,19
-0.25,-9.28,-1.71,0.29,-0.15,-0.36,19
-0.02,-9.43,-2.66,-0.01,-0.02,-0.14,19
2.3,-0.42,9.11,0.1,-0.04,-0.05,20
2.35,-0.38,9.08,0.07,-0.01,-0.03,20
2.3,-0.26,9.52,0.07,-0.05,-0.0,20
2.26,-0.34,9.24,-0.03,0.04,-0.01,20
2.07,-0.38,8.94,-0.01,-0.02,-0.0,20
2.13,-0.35,9.21,0.01,-0.05,-0.04,20
2.37,-0.4,9.06,-0.0,-0.05,-0.03,20
2.42,-0.28,9.12,0.01,-0.02,-0.01,20
2.18,-0.34,9.01,0.02,-0.02,-0.01,20
2.17,-0.31,9.25,0.02,-0.03,-0.02,20
2.24,-0.29,9.1,0.0,-0.03,-0.04,20
2.35,-0.32,9.12,0.02,-0.04,-0.04,20
2.41,-0.25,9.11,0.0,-0.02,-0.03,20
2.29,-0.28,9.09,0.01,-0.02,-0.02,20
2.28,-0.29,9.12,0.01,-0.02,-0.03,20
2.38,-0.25,9.23,-0.01,-0.02,-0.03,20
2.39,-0.24,9.1,-0.02,-0.01,-0.02,20
2.26,-0.3,8.97,-0.0,-0.01,-0.03,20
2.38,-0.24,9.15,0.04,-0.04,-0.03,20
2.38,-0.24,9.14,0.01,-0.02,-0.03,20
2.43,-0.23,9.12,-0.02,-0.01,-0.01,20
2.37,-0.25,9.0,0.02,-0.01,-0.01,20
2.3,-0.27,9.16,0.02,-0.02,-0.01,20
2.36,-0.19,9.29,-0.01,-0.01,-0.02,20
2.37,-0.24,8.88,-0.01,-0.01,-0.02,20
2.41,-0.23,9.11,0.02,-0.01,-0.02,20
2.31,-0.22,8.92,0.04,-0.01,-0.02,20
2.24,-0.19,9.01,0.09,-0.02,-0.05,20
2.34,-0.17,9.31,0.06,-0.02,-0.08,20
2.44,-0.12,8.99,0.04,-0.01,-0.1,20
2.35,0.02,9.37,0.0,-0.02,-0.07,20
2.46,-0.11,9.85,-0.09,-0.03,-0.09,20
1.44,-0.06,11.38,-0.2,0.1,-0.3,20
4.74,0.78,17.38,-0.77,-0.44,-0.56,20
6.8,1.35,20.21,-1.68,-0.35,0.18,20
6.48,2.91,21.0,-3.11,-0.04,0.99,20
4.73,3.39,16.74,-4.54,0.23,1.31,20
2.4,3.84,12.91,-5.33,-0.15,1.52,20
2.44,3.0,5.91,-5.77,0.16,1.44,20
1.17,2.22,1.95,-5.61,0.46,1.45,20
0.01,0.57,-4.02,-5.14,0.34,1.44,20
-0.33,-1.43,-5.94,-4.37,1.05,1.01,20
-0.39,-3.05,-8.73,-3.77,0.67,0.9,20
-2.21,-4.99,-13.96,-2.81,0.65,0.87,20
-4.32,-6.96,-17.96,-1.09,0.18,0.47,20
-3.82,-7.77,-12.73,0.71,-0.24,-0.14,20
2.53,-0.44,9.06,0.01,-0.04,-0.03,21
2.4,-0.46,9.22,0.01,-0.02,-0.01,21
2.35,-0.44,9.16,-0.01,-0.02,-0.0,21
2.4,-0.48,9.06,-0.01,-0.02,-0.01,21
2.37,-0.5,9.11,-0.0,-0.01,-0.01,21
2.34,-0.47,9.07,0.0,-0.02,-0.02,21
2.39,-0.45,9.21,0.0,-0.02,-0.03,21
2.45,-0.44,9.15,-0.01,-0.02,-0.02,21
2.39,-0.46,9.01,-0.01,0.0,-0.03,21
2.32,-0.51,9.08,0.01,-0.02,-0.03,21
2.45,-0.44,9.24,-0.02,-0.02,-0.03,21
2.44,-0.46,8.94,-0.0,-0.0,-0.03,21
2.36,-0.46,9.2,0.01,-0.02,-0.02,21
2.35,-0.43,9.09,-0.02,-0.01,-0.03,21
2.47,-0.45,9.14,-0.01,-0.01,-0.03,21
2.37,-0.47,8.94,0.0,-0.01,-0.02,21
2.46,-0.4,9.28,-0.0,-0.0,-0.02,21
2.33,-0.46,8.88,0.0,0.0,-0.02,21
2.39,-0.41,9.16,0.03,-0.03,-0.02,21
2.45,-0.44,9.06,0.01,-0.01,-0.02,21
2.46,-0.43,9.1,0.01,-0.01,-0.0,21
2.33,-0.4,9.05,0.02,-0.0,-0.01,21
2.41,-0.37,9.22,-0.01,0.0,-0.01,21
2.39,-0.43,9.1,0.01,-0.02,-0.01,21
2.4,-0.39,9.13,-0.01,-0.0,-0.02,21
2.38,-0.4,8.96,0.01,-0.02,-0.02,21
2.43,-0.4,9.11,0.01,-0.01,-0.03,21
2.45,-0.41,8.94,0.03,0.0,-0.02,21
2.34,-0.4,8.81,0.08,0.01,-0.02,21
2.29,-0.35,8.99,0.14,0.0,-0.04,21
2.48,-0.13,9.98,0.05,-0.07,-0.02,21
2.58,-0.28,8.79,-0.04,0.02,-0.02,21
2.4,-0.28,9.28,0.01,0.01,-0.0,21
2.36,-0.35,9.06,-0.04,-0.01,-0.02,21
2.24,-0.41,9.53,-0.02,-0.04,-0.04,21
2.94,0.24,10.68,-0.24,0.08,-0.11,21
2.4,-1.18,11.96,-0.56,0.34,-0.09,21
5.66,0.12,18.62,-0.43,-0.7,-0.22,21
8.14,1.77,23.05,-2.14,-0.31,0.74,21
4.44,2.75,20.19,-3.66,0.18,1.26,21
2.94,3.56,15.36,-4.74,-0.19,1.17,21
2.75,4.03,9.9,-5.28,-0.65,1.38,21
2.97,4.36,4.87,-5.83,0.3,1.53,21
1.62,2.82,-1.11,-5.59,0.44,1.72,21
0.63,0.54,-5.11,-4.94,1.23,1.49,21
-0.39,-1.94,-9.46,-4.11,1.12,1.41,21
-3.34,-5.02,-11.73,-2.65,0.67,1.03,21
-4.25,-7.03,-14.03,-1.5,-0.44,0.5,21
-4.22,-8.19,-13.32,-0.22,-0.03,0.13,21
